,claim,label
40332, A video from the Christian   Broadcasting Network (CBN)   television network reports on a Florida physician who is promoting the   use of pure coconut oil as possible treatment for Alzheimer’s symptoms.   She tells the story of helping her own husband overcome some Alzheimer’s   symptoms.     ,3
9380,"For advanced lung cancer, immune therapy plus chemo prolongs survival",2
33735,"""Singer """"Mama"""" Cass Elliot experienced an increase in her vocal range after she was hit in the head by a pipe.""",1
30694,A Chinese engineer contracted an STD after having sexual intercourse with a sex robot prototype.,1
5050,"Controversy stalks Nobel Peace, Literature prizes.",0
23951,On the National Animal Identification System.,2
26591,“Donald Trump would receive $17 million for three hotels closed for four days under Republican bill! How in the hell is this right?!”,1
7341,Brazil’s health minister resigns after one month on the job.,0
13455,"The gun epidemic is the leading cause of death of young African-American men, more than the next nine causes put together.",0
2490,Britain plans world's first go-ahead for '3-parent' IVF babies.,0
9301,Drugs that activate brain stem cells may reverse multiple sclerosis,0
29003,A can of wasp spray is a preferable alternative to pepper spray for protection against assailants.,2
11018,Study: Cancer drug may endanger heart,1
41742,"Remember after the shooting in Las Vegas, he [Trump] said, yeah, yeah we’re gonna ban the bump stocks. Did he ban the bump stocks? No.",2
22223,"For every 33 pregnant women that walk into a Planned Parenthood clinic, 32 receive an abortion.",1
39290," There are various rumors surrounding the events of the bombing at the April 15, 2013 Marathon in Boston, MA.  At least three people have been killed and 140 people have been injured as a result of two bombs that exploded near the finish line. ",1
37852,A photograph appears to show small schoolchildren playing alone in marked-off chalk squares drawn on playground asphalt.,0
376,U.S. ambassador says don't let farming 'smears' stop post-Brexit trade deal.,0
5731,Couple asks state for quick decision about vaccination data.,0
36249,"""North Carolina has banned """"sharia law.""",2
32257,The discovery of a vaccine for the autoimmune disease diabetes has been announced.,1
28929,A Virginia lawmaker proposed a bill that mandates on-site physical examinations of children's genitals to determine which gendered bathroom they're authorized to use.,2
34317,"GlaxoSmithKline is recalling 600,000 Ventolin inhalers.",3
10135,Acupuncture May Help Restore Lost Sense of Smell,1
6554,Measles cases confirmed in Vancouver and Portland.,0
26554,"“We were slow with the testing, but very quick with the travel ban. And that's been much more critical in saving lives.”",1
26606,JB Pritzker Says it was “unquestionably” not within his “legal authority” to postpone Illinois’ primary election by changing the date or shifting to vote-by-mail.,0
7430,Charges dropped against Florida pastor over stay-home order.,0
10572,New inhaler protects lungs against effects of air pollution,2
36089,"""Excess consumption of coffee during periods of high stress can cause people to experience """"schizophrenic-like symptoms.""",2
34715,Part of the process of determining that a Pope has died and is not merely sleeping calls for him to be tapped on the forehead with a silver hammer.  ,3
35087,"""The COVID-19 coronavirus disease is """"spreading quickly from gas pumps.""",2
29348,"There is a proven natural cure for cancer called sour honey, but pharmaceutical companies and politicians are trying to keep it under wraps for financial gain.",1
26685,"Viral image Says if you donate blood, “they HAVE to test you” for coronavirus.",1
4673,Michigan halts sale of marijuana e-cigs unless re-tested.,0
28413,"""An animator for the """"My Little Pony"""" cartoon series was arrested for child pornography, proving that the PedoGate conspiracy is real.""",2
15890,Georgia lawmaker pushes bill banning creation of ‘glow in the dark’ human-jellyfish hybrids.,2
308,Will Europe's clampdown on faulty medical devices hurt patients?.,0
30394,"""Sen. John McCain was referred to as """"Songbird John"""" following his imprisonment during the Vietnam War.""",1
8987,Blood test predicts spastic cerebral palsy,1
4623,Sweden: No Ebola virus detected in hospital patient.,0
37368,A forwarded email turned into a social media meme uses statistics to show the effects of undocumented immigration.,1
10893,Adding To Aspirin’s Reputation,2
8936,"Tiny implantable device short-circuits hunger pangs, aids weight loss",1
34632,Nike didn't sign Steph Curry because the NBA star insisted on putting a Bible verse on his sneakers.,3
41834,"""After 44 years, we just got it passed ... veteran's choice. ... I said, I have the greatest idea. We're going to do this."""" """,1
3895,Tennessee officer fired after working 2nd job while on duty.,0
26400,“Ultraviolet Radiation is administered into the body as a disinfectant to kill bacteria and viruses and this has been used for a while now.”,1
38055," The deadly Klebsiella plague from China is coming to the United States, and citizens have been warned to take action. ",1
4287,"Malawi fights tsetse flies, disease after wildlife relocated.",0
26889,"""Scientists """"are shocked to discover that weed kills corona virus”""",1
5978,Elevated opioid risks found at Native American hospitals.,0
35123,"""COVID-19"""" is named so because it is the 19th """"Chinese-Originated Viral Infectious Disease.""",1
36896, A report that the assassination of a top Democratic Party official named Seth Rich while he was on his way to testify about Hillary Clinton has led to the FBI capturing a so-called Clinton “Hit Team.” ,1
18367,"Buono voted 154 times to raise our taxes -- like the sales tax, the income tax, health care taxes, even small business taxes.",0
29793,Canada was placed under a nationwide boil-water notice in the spring of 2019. ,1
19057,"Jason Isaac Says that over the past 20 years, Texas public school spending rose 142 percent and per-pupil spending more than tripled when adjusted for inflation.",1
8530,"Global coronavirus death toll hits 100,000, cases over 1.6 million.",0
15128,Just about half of rural hospitals operate in the red in Virginia. They operate at a loss.,0
36512,Active duty Naval officer Jordan Lee Grinnell assaulted a black middle schooler.,0
10378,Medical Breakthrough: Amazing New Heart Valve Procedure,1
3417,Growing algae bloom in Arabian Sea tied to climate change.,0
10202,A Better Option? A trial of cancer drugs yields a surprise–and questions,0
27416,IKEA released a magazine ad which includes a pregnancy test.,0
10116,CVS Health Research Institute Study Shows that Home Infusion Care Improves Patient Outcomes and Quality of Life While Reducing Overall Costs,0
34695,An 8-year-old Yemeni girl was forced to marry a 40-year-old man and then died of vaginal injuries on their wedding night.,3
6342,State finding better air during new tests at Howell factory.,0
36627,Leeds Trinity University banned capital letters to avoid upsetting or frightening delicate students into failing classes.,1
38700, Some are questioning the old adage that eating carrots improves your vision. ,2
11059,Stem cell therapy for macular degeneration,2
36272,"People are putting hair removal creams in conditioner, causing hair loss.",3
13333,"If you look worldwide, the number of terrorist incidents have not substantially increased.",1
32135,"Washington, D.C., has no 'J' Street because city designer Pierre L'Enfant bore a grudge against Chief Justice John Jay.",1
3519,Know what to say when postpartum depression hits a loved one.,0
27959,"Teachers have gotten into trouble over using 'The L.A. Math Test,' a piece of online humor, in the classroom.",0
36973,"The United States government is paying people $3,000 a week to smoke marijuana through a federal clinical study.",1
15579,"Georgia is on track for 1,200 traffic fatalities this year, a reversal of nine years of declines.",0
14482,"""When New York Gov. Eliot Spitzer wanted to """"provide driver’s licenses to those who are undocumented. (Hillary Clinton) said don’t do it.""",0
3458,Wichita VA hospital moves to remove former Missouri doctor.,0
5742,Amendments end California governor’s unease on vaccine bill.,0
3208,"Florida governor calls for teacher raises, new abortion law.",0
24812,The biggest job of the surgeon general is to translate health care and health care needs into plain English.,2
36288,People sometimes ingest metal fragments from grill brushes and become seriously injured.,0
26531,Viral image Says Queen Elizabeth said Philippine President Rodrigo Duterte “is the kind of leader who knows the way .... Filipinos are very lucky to have him.”,1
37848,"""A COVID-19 protester held a sign that said """"muzzles are for dogs and slaves,"""" alongside an illustration of a masked woman of color.""",0
